congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,house,A000055,Aderholt,AL,4,Republican,157,0.974522292993631,0.95865447,63
115,house,A000055,Aderholt,AL,4,R,95,0.968421052631579,0.94634916,63
116,house,A000055,Aderholt,AL,4,R,62,0.983870967741935,0.97750938,63
0,house,A000367,Amash,MI,3,Independent,157,0.630573248407643,0.75860812,9.4
115,house,A000367,Amash,MI,3,R,96,0.541666666666667,0.84738551,9.4
116,house,A000367,Amash,MI,3,I,59,0.76271186440678,0.64434614,9.4
116,house,A000367,Amash,MI,3,R,2,1,0.59582585,9.4
0,house,A000369,Amodei,NV,2,Republican,157,0.974522292993631,0.81112801,12.3
115,house,A000369,Amodei,NV,2,R,94,0.98936170212766,0.87652676,12.3
116,house,A000369,Amodei,NV,2,R,63,0.952380952380952,0.71354893,12.3
0,house,A000370,Adams,NC,12,Democrat,156,0.115384615384615,0.13487894,-40
115,house,A000370,Adams,NC,12,D,92,0.173913043478261,0.20378724,-40
116,house,A000370,Adams,NC,12,D,64,0.03125,0.03582326,-40
0,house,A000371,Aguilar,CA,31,Democrat,157,0.184713375796178,0.20845378,-21.1
115,house,A000371,Aguilar,CA,31,D,94,0.276595744680851,0.31386763,-21.1
116,house,A000371,Aguilar,CA,31,D,63,0.0476190476190476,0.05116963,-21.1
0,house,A000372,Allen,GA,12,Republican,160,0.96875,0.8726062,16.2
115,house,A000372,Allen,GA,12,R,95,0.968421052631579,0.90578921,16.2
116,house,A000372,Allen,GA,12,R,65,0.969230769230769,0.82410795,16.2
0,house,A000374,Abraham,LA,5,Republican,136,0.941176470588235,0.9412356,29.4
115,house,A000374,Abraham,LA,5,R,96,0.927083333333333,0.9458395,29.4
116,house,A000374,Abraham,LA,5,R,40,0.975,0.93018625,29.4
0,house,A000375,Arrington,TX,19,Republican,159,0.962264150943396,0.95865808,49
115,house,A000375,Arrington,TX,19,R,95,0.968421052631579,0.94961009,49
116,house,A000375,Arrington,TX,19,R,64,0.953125,0.97208869,49
0,house,A000376,Allred,TX,32,Democrat,64,0.0625,0.18586474,-1.9
116,house,A000376,Allred,TX,32,D,64,0.0625,0.18586474,-1.9
0,house,A000377,Armstrong,ND,0,Republican,63,0.936507936507937,0.95893032,35.72888837
116,house,A000377,Armstrong,ND,0,R,63,0.936507936507937,0.95893032,35.72888837
0,house,A000378,Axne,IA,3,Democrat,65,0.0615384615384615,0.35483291,3.5
116,house,A000378,Axne,IA,3,D,65,0.0615384615384615,0.35483291,3.5
0,house,B000213,Barton,TX,6,Republican,92,0.923913043478261,0.87643124,12.3
115,house,B000213,Barton,TX,6,R,92,0.923913043478261,0.87643124,12.3
0,house,B000287,Becerra,CA,34,Democrat,1,0,1.4e-7,-72.9
115,house,B000287,Becerra,CA,34,D,1,0,1.4e-7,-72.9
0,house,B000490,Bishop,GA,2,Democrat,157,0.286624203821656,0.29804224,-11.7
115,house,B000490,Bishop,GA,2,D,93,0.451612903225806,0.45128279,-11.7
116,house,B000490,Bishop,GA,2,D,64,0.046875,0.07536456,-11.7
0,house,B000574,Blumenauer,OR,3,Democrat,155,0.116129032258065,0.12590948,-48.2
115,house,B000574,Blumenauer,OR,3,D,91,0.175824175824176,0.19149721,-48.2
116,house,B000574,Blumenauer,OR,3,D,64,0.03125,0.03265191,-48.2
0,house,B000755,Brady,TX,8,Republican,158,0.987341772151899,0.95849267,48.8
115,house,B000755,Brady,TX,8,R,96,0.989583333333333,0.95016617,48.8
116,house,B000755,Brady,TX,8,R,62,0.983870967741935,0.97138532,48.8
0,house,B001227,Brady,PA,1,Democrat,93,0.172043010752688,0.16459382,-61.3
115,house,B001227,Brady,PA,1,D,93,0.172043010752688,0.16459382,-61.3
115,house,B001243,Blackburn,TN,7,R,87,0.919540229885057,0.94563949,39.3
0,house,B001248,Burgess,TX,26,Republican,158,0.955696202531646,0.93846973,26.5
115,house,B001248,Burgess,TX,26,R,94,0.957446808510638,0.94107564,26.5
116,house,B001248,Burgess,TX,26,R,64,0.953125,0.9346423,26.5
0,house,B001250,Bishop,UT,1,Republican,155,0.961290322580645,0.94074289,27.3
115,house,B001250,Bishop,UT,1,R,93,0.956989247311828,0.94214025,27.3
116,house,B001250,Bishop,UT,1,R,62,0.967741935483871,0.93864685,27.3
0,house,B001251,Butterfield,NC,1,Democrat,158,0.139240506329114,0.14336878,-37
115,house,B001251,Butterfield,NC,1,D,94,0.212765957446809,0.21569132,-37
116,house,B001251,Butterfield,NC,1,D,64,0.03125,0.03714504,-37
0,house,B001257,Bilirakis,FL,12,Republican,159,0.955974842767296,0.89914095,18.6
115,house,B001257,Bilirakis,FL,12,R,95,0.978947368421053,0.92184181,18.6
116,house,B001257,Bilirakis,FL,12,R,64,0.921875,0.86544435,18.6
0,house,B001260,Buchanan,FL,16,Republican,153,0.928104575163399,0.77841058,10.7
115,house,B001260,Buchanan,FL,16,R,90,0.966666666666667,0.86069026,10.7
116,house,B001260,Buchanan,FL,16,R,63,0.873015873015873,0.66086818,10.7
0,house,B001269,Barletta,PA,11,Republican,92,0.978260869565217,0.93672465,23.8
115,house,B001269,Barletta,PA,11,R,92,0.978260869565217,0.93672465,23.8
0,house,B001270,Bass,CA,37,Democrat,148,0.0878378378378378,0.09380663,-76.1
115,house,B001270,Bass,CA,37,D,87,0.126436781609195,0.14088039,-76.1
116,house,B001270,Bass,CA,37,D,61,0.0327868852459016,0.02666864,-76.1
0,house,B001273,Black,TN,6,Republican,78,0.935897435897436,0.95902609,48.9
115,house,B001273,Black,TN,6,R,78,0.935897435897436,0.95902609,48.9
0,house,B001274,Brooks,AL,5,Republican,157,0.89171974522293,0.95093706,33.4
115,house,B001274,Brooks,AL,5,R,92,0.83695652173913,0.94722233,33.4
116,house,B001274,Brooks,AL,5,R,65,0.969230769230769,0.95619484,33.4
0,house,B001275,Bucshon,IN,8,Republican,157,0.968152866242038,0.95095403,33.7
115,house,B001275,Bucshon,IN,8,R,96,0.989583333333333,0.94905825,33.7
116,house,B001275,Bucshon,IN,8,R,61,0.934426229508197,0.95393756,33.7
0,house,B001278,Bonamici,OR,1,Democrat,160,0.13125,0.19412631,-22.8
115,house,B001278,Bonamici,OR,1,D,95,0.2,0.29451476,-22.8
116,house,B001278,Bonamici,OR,1,D,65,0.0307692307692308,0.04740473,-22.8
0,house,B001281,Beatty,OH,3,Democrat,153,0.130718954248366,0.13919689,-38.4
115,house,B001281,Beatty,OH,3,D,92,0.195652173913043,0.2060699,-38.4
116,house,B001281,Beatty,OH,3,D,61,0.0327868852459016,0.03833924,-38.4
0,house,B001282,Barr,KY,6,Republican,160,0.9625,0.86148768,15.3
115,house,B001282,Barr,KY,6,R,96,0.96875,0.90105912,15.3
116,house,B001282,Barr,KY,6,R,64,0.953125,0.80213052,15.3
0,house,B001283,Bridenstine,OK,1,Republican,52,0.942307692307692,0.95711151,28.7
115,house,B001283,Bridenstine,OK,1,R,52,0.942307692307692,0.95711151,28.7
0,house,B001284,Brooks,IN,5,Republican,160,0.9625,0.80542335,11.8
115,house,B001284,Brooks,IN,5,R,96,0.989583333333333,0.87293384,11.8
116,house,B001284,Brooks,IN,5,R,64,0.921875,0.70415762,11.8
0,house,B001285,Brownley,CA,26,Democrat,157,0.210191082802548,0.19611094,-21.9
115,house,B001285,Brownley,CA,26,D,92,0.326086956521739,0.30034879,-21.9
116,house,B001285,Brownley,CA,26,D,65,0.0461538461538462,0.0485743,-21.9
0,house,B001286,Bustos,IL,17,Democrat,160,0.2375,0.52264464,0.7
115,house,B001286,Bustos,IL,17,D,95,0.368421052631579,0.70528738,0.7
116,house,B001286,Bustos,IL,17,D,65,0.0461538461538462,0.25570525,0.7
0,house,B001287,Bera,CA,7,Democrat,161,0.248447204968944,0.30321475,-11.4
115,house,B001287,Bera,CA,7,D,96,0.385416666666667,0.45691205,-11.4
116,house,B001287,Bera,CA,7,D,65,0.0461538461538462,0.07621566,-11.4
0,house,B001289,Byrne,AL,1,Republican,156,0.967948717948718,0.94519702,29.4
115,house,B001289,Byrne,AL,1,R,96,0.958333333333333,0.9458395,29.4
116,house,B001289,Byrne,AL,1,R,60,0.983333333333333,0.94416906,29.4
0,house,B001290,Brat,VA,7,Republican,95,0.884210526315789,0.80768775,6.5
115,house,B001290,Brat,VA,7,R,95,0.884210526315789,0.80768775,6.5
0,house,B001291,Babin,TX,36,Republican,156,0.961538461538462,0.95889857,46.8
115,house,B001291,Babin,TX,36,R,94,0.946808510638298,0.95172585,46.8
116,house,B001291,Babin,TX,36,R,62,0.983870967741935,0.96977334,46.8
0,house,B001292,Beyer,VA,8,Democrat,156,0.134615384615385,0.11145287,-52.6
115,house,B001292,Beyer,VA,8,D,91,0.197802197802198,0.16911584,-52.6
116,house,B001292,Beyer,VA,8,D,65,0.0461538461538462,0.03072472,-52.6
0,house,B001293,Bishop,MI,8,Republican,95,0.978947368421053,0.81057761,6.7
115,house,B001293,Bishop,MI,8,R,95,0.978947368421053,0.81057761,6.7
0,house,B001294,Blum,IA,1,Republican,93,0.924731182795699,0.76057766,3.5
115,house,B001294,Blum,IA,1,R,93,0.924731182795699,0.76057766,3.5
0,house,B001295,Bost,IL,12,Republican,160,0.9625,0.85423477,14.8
115,house,B001295,Bost,IL,12,R,95,0.989473684210526,0.89727638,14.8
116,house,B001295,Bost,IL,12,R,65,0.923076923076923,0.79132781,14.8
0,house,B001296,Boyle,PA,2,Democrat,159,0.132075471698113,0.14833733,-48
115,house,B001296,Boyle,PA,13,D,94,0.202127659574468,0.22863067,-33.6
116,house,B001296,Boyle,PA,2,D,65,0.0307692307692308,0.03222081,-48
0,house,B001297,Buck,CO,4,Republican,157,0.878980891719745,0.92672666,23.1
115,house,B001297,Buck,CO,4,R,94,0.851063829787234,0.93541675,23.1
116,house,B001297,Buck,CO,4,R,63,0.920634920634921,0.91376048,23.1
0,house,B001298,Bacon,NE,2,Republican,161,0.944099378881988,0.56286353,2.2
115,house,B001298,Bacon,NE,2,R,96,0.979166666666667,0.73689927,2.2
116,house,B001298,Bacon,NE,2,R,65,0.892307692307692,0.30582613,2.2
0,house,B001299,Banks,IN,3,Republican,161,0.950310559006211,0.95343155,35
115,house,B001299,Banks,IN,3,R,96,0.947916666666667,0.94963284,35
116,house,B001299,Banks,IN,3,R,65,0.953846153846154,0.95904195,35
0,house,B001300,Barragán,CA,44,Democrat,159,0.106918238993711,0.10007077,-70.7
115,house,B001300,Barragán,CA,44,D,94,0.170212765957447,0.15122911,-70.7
116,house,B001300,Barragán,CA,44,D,65,0.0153846153846154,0.02608794,-70.7
0,house,B001301,Bergman,MI,1,Republican,158,0.968354430379747,0.91849407,21.3
115,house,B001301,Bergman,MI,1,R,95,0.968421052631579,0.92923049,21.3
116,house,B001301,Bergman,MI,1,R,63,0.968253968253968,0.90230424,21.3
0,house,B001302,Biggs,AZ,5,Republican,160,0.81875,0.9163335,21.1
115,house,B001302,Biggs,AZ,5,R,96,0.729166666666667,0.92917335,21.1
116,house,B001302,Biggs,AZ,5,R,64,0.953125,0.89707372,21.1
0,house,B001303,Blunt Rochester,DE,0,Democrat,157,0.178343949044586,0.29472756,-11.43051247
115,house,B001303,Blunt Rochester,DE,0,D,92,0.271739130434783,0.44921655,-11.43051247
116,house,B001303,Blunt Rochester,DE,0,D,65,0.0461538461538462,0.07606624,-11.43051247
0,house,B001304,Brown,MD,4,Democrat,157,0.121019108280255,0.10576332,-57.5
115,house,B001304,Brown,MD,4,D,92,0.195652173913043,0.15979619,-57.5
116,house,B001304,Brown,MD,4,D,65,0.0153846153846154,0.02928603,-57.5
0,house,B001305,Budd,NC,13,Republican,158,0.924050632911392,0.75994941,9.4
115,house,B001305,Budd,NC,13,R,95,0.894736842105263,0.85624197,9.4
116,house,B001305,Budd,NC,13,R,63,0.968253968253968,0.61474634,9.4
0,house,B001306,Balderson,OH,12,Republican,71,0.943661971830986,0.70127691,11.3
115,house,B001306,Balderson,OH,12,R,6,1,0.91223178,11.3
116,house,B001306,Balderson,OH,12,R,65,0.938461538461538,0.68180415,11.3
0,house,B001307,Baird,IN,4,Republican,65,0.969230769230769,0.9574986,34.1
116,house,B001307,Baird,IN,4,R,65,0.969230769230769,0.9574986,34.1
0,house,B001308,Brindisi,NY,22,Democrat,65,0.0923076923076923,0.80847501,15.5
116,house,B001308,Brindisi,NY,22,D,65,0.0923076923076923,0.80847501,15.5
0,house,B001309,Burchett,TN,2,Republican,64,0.96875,0.9590545,35.4
116,house,B001309,Burchett,TN,2,R,64,0.96875,0.9590545,35.4
0,house,B001311,Bishop,NC,9,Republican,18,1,0.72023088,11.6
116,house,B001311,Bishop,NC,9,R,18,1,0.72023088,11.6
0,house,C000059,Calvert,CA,42,Republican,161,0.975155279503106,0.80700262,12
115,house,C000059,Calvert,CA,42,R,96,0.989583333333333,0.87482029,12
116,house,C000059,Calvert,CA,42,R,65,0.953846153846154,0.70684115,12
0,house,C000266,Chabot,OH,1,Republican,161,0.950310559006211,0.67944722,6.6
115,house,C000266,Chabot,OH,1,R,96,0.947916666666667,0.81042926,6.6
116,house,C000266,Chabot,OH,1,R,65,0.953846153846154,0.48599683,6.6
0,house,C000537,Clyburn,SC,6,Democrat,145,0.137931034482759,0.1490998,-36.5
115,house,C000537,Clyburn,SC,6,D,88,0.193181818181818,0.21914168,-36.5
116,house,C000537,Clyburn,SC,6,D,57,0.0526315789473684,0.04096496,-36.5
0,house,C000714,Conyers,MI,13,Democrat,53,0.132075471698113,0.13287585,-60.7
115,house,C000714,Conyers,MI,13,D,53,0.132075471698113,0.13287585,-60.7
0,house,C000754,Cooper,TN,5,Democrat,159,0.245283018867925,0.22665135,-18.4
115,house,C000754,Cooper,TN,5,D,95,0.389473684210526,0.34232517,-18.4
116,house,C000754,Cooper,TN,5,D,64,0.03125,0.05494802,-18.4
0,house,C000984,Cummings,MD,7,Democrat,111,0.117117117117117,0.11001698,-55.6
115,house,C000984,Cummings,MD,7,D,69,0.159420289855072,0.15920039,-55.6
116,house,C000984,Cummings,MD,7,D,42,0.0476190476190476,0.02921566,-55.6
0,house,C001037,Capuano,MA,7,Democrat,91,0.153846153846154,0.14345325,-72.2
115,house,C001037,Capuano,MA,7,D,91,0.153846153846154,0.14345325,-72.2
0,house,C001038,Crowley,NY,14,Democrat,88,0.170454545454545,0.15617876,-57.9
115,house,C001038,Crowley,NY,14,D,88,0.170454545454545,0.15617876,-57.9
0,house,C001048,Culberson,TX,7,Republican,95,0.978947368421053,0.66478893,-1.4
115,house,C001048,Culberson,TX,7,R,95,0.978947368421053,0.66478893,-1.4
0,house,C001049,Clay,MO,1,Democrat,156,0.102564102564103,0.11316741,-58.2
115,house,C001049,Clay,MO,1,D,94,0.159574468085106,0.16769266,-58.2
116,house,C001049,Clay,MO,1,D,62,0.0161290322580645,0.0305001,-58.2
0,house,C001051,Carter,TX,31,Republican,153,0.973856209150327,0.82311335,12.7
115,house,C001051,Carter,TX,31,R,94,0.968085106382979,0.88017032,12.7
116,house,C001051,Carter,TX,31,R,59,0.983050847457627,0.73220903,12.7
0,house,C001053,Cole,OK,4,Republican,159,0.968553459119497,0.95474605,37.4
115,house,C001053,Cole,OK,4,R,94,0.98936170212766,0.94935012,37.4
116,house,C001053,Cole,OK,4,R,65,0.938461538461538,0.96254939,37.4
0,house,C001055,Case,HI,1,Democrat,65,0.0461538461538462,0.03899721,-32.6
116,house,C001055,Case,HI,1,D,65,0.0461538461538462,0.03899721,-32.6
0,house,C001059,Costa,CA,16,Democrat,154,0.292207792207792,0.19236392,-21.6
115,house,C001059,Costa,CA,16,D,89,0.471910112359551,0.29707729,-21.6
116,house,C001059,Costa,CA,16,D,65,0.0461538461538462,0.04898716,-21.6
0,house,C001061,Cleaver,MO,5,Democrat,153,0.130718954248366,0.27420872,-13.5
115,house,C001061,Cleaver,MO,5,D,90,0.188888888888889,0.42143829,-13.5
116,house,C001061,Cleaver,MO,5,D,63,0.0476190476190476,0.06388075,-13.5
0,house,C001062,Conaway,TX,11,Republican,161,0.981366459627329,0.9597362,58.7
115,house,C001062,Conaway,TX,11,R,96,0.989583333333333,0.94801977,58.7
116,house,C001062,Conaway,TX,11,R,65,0.969230769230769,0.97704047,58.7
0,house,C001063,Cuellar,TX,28,Democrat,161,0.447204968944099,0.21690026,-19.8
115,house,C001063,Cuellar,TX,28,D,96,0.6875,0.32872556000000003,-19.8
116,house,C001063,Cuellar,TX,28,D,65,0.0923076923076923,0.0517429,-19.8
0,house,C001066,Castor,FL,14,Democrat,159,0.150943396226415,0.22801928,-18.2
115,house,C001066,Castor,FL,14,D,94,0.223404255319149,0.34788598,-18.2
116,house,C001066,Castor,FL,14,D,65,0.0461538461538462,0.05467359,-18.2
0,house,C001067,Clarke,NY,9,Democrat,160,0.06875,0.10066188,-69.1
115,house,C001067,Clarke,NY,9,D,95,0.105263157894737,0.15145378,-69.1
116,house,C001067,Clarke,NY,9,D,65,0.0153846153846154,0.02642758,-69.1
0,house,C001068,Cohen,TN,9,Democrat,159,0.119496855345912,0.11150703,-57.7
115,house,C001068,Cohen,TN,9,D,95,0.178947368421053,0.16662781,-57.7
116,house,C001068,Cohen,TN,9,D,64,0.03125,0.02968714,-57.7
0,house,C001069,Courtney,CT,2,Democrat,159,0.176100628930818,0.44015763,-2.9
115,house,C001069,Courtney,CT,2,D,94,0.265957446808511,0.62987701,-2.9
116,house,C001069,Courtney,CT,2,D,65,0.0461538461538462,0.16579421,-2.9
0,house,C001072,Carson,IN,7,Democrat,154,0.123376623376623,0.19129364,-22.8
115,house,C001072,Carson,IN,7,D,89,0.179775280898876,0.29638105,-22.8
116,house,C001072,Carson,IN,7,D,65,0.0461538461538462,0.04740473,-22.8
0,house,C001076,Chaffetz,UT,3,Republican,31,1,0.98637674,23.9
115,house,C001076,Chaffetz,UT,3,R,31,1,0.98637674,23.9
0,house,C001077,Coffman,CO,6,Republican,96,0.947916666666667,0.50597163,-8.9
115,house,C001077,Coffman,CO,6,R,96,0.947916666666667,0.50597163,-8.9
0,house,C001078,Connolly,VA,11,Democrat,160,0.175,0.13653533,-39.4
115,house,C001078,Connolly,VA,11,D,95,0.263157894736842,0.2056424,-39.4
116,house,C001078,Connolly,VA,11,D,65,0.0461538461538462,0.03553268,-39.4
0,house,C001080,Chu,CA,27,Democrat,159,0.106918238993711,0.14115921,-37.6
115,house,C001080,Chu,CA,27,D,95,0.147368421052632,0.21138455,-37.6
116,house,C001080,Chu,CA,27,D,64,0.046875,0.03691848,-37.6
0,house,C001084,Cicilline,RI,1,Democrat,159,0.144654088050314,0.18023428,-25.6
115,house,C001084,Cicilline,RI,1,D,95,0.210526315789474,0.27136301,-25.6
116,house,C001084,Cicilline,RI,1,D,64,0.046875,0.04496508,-25.6
0,house,C001087,Crawford,AR,1,Republican,152,0.967105263157895,0.95064168,34.8
115,house,C001087,Crawford,AR,1,R,95,0.978947368421053,0.94910508,34.8
116,house,C001087,Crawford,AR,1,R,57,0.947368421052632,0.95320269,34.8
0,house,C001090,Cartwright,PA,8,Democrat,155,0.206451612903226,0.76309823,9.6
115,house,C001090,Cartwright,PA,17,D,95,0.305263157894737,0.85512427,10.1
116,house,C001090,Cartwright,PA,8,D,60,0.05,0.61739033,9.6
0,house,C001091,Castro,TX,20,Democrat,158,0.132911392405063,0.16893249,-26.7
115,house,C001091,Castro,TX,20,D,94,0.191489361702128,0.25401441,-26.7
116,house,C001091,Castro,TX,20,D,64,0.046875,0.04396841,-26.7
0,house,C001092,Collins,NY,27,Republican,140,0.992857142857143,0.93363068,24.5
115,house,C001092,Collins,NY,27,R,94,0.98936170212766,0.93721435,24.5
116,house,C001092,Collins,NY,27,R,46,1,0.92630753,24.5
0,house,C001093,Collins,GA,9,Republican,156,0.974358974358974,0.95948579,58.5
115,house,C001093,Collins,GA,9,R,93,0.978494623655914,0.94814092,58.5
116,house,C001093,Collins,GA,9,R,63,0.968253968253968,0.97623298,58.5
0,house,C001094,Cook,CA,8,Republican,159,0.943396226415094,0.8602839,15.1
115,house,C001094,Cook,CA,8,R,96,0.979166666666667,0.89971389,15.1
116,house,C001094,Cook,CA,8,R,63,0.888888888888889,0.8002001,15.1
115,house,C001096,Cramer,ND,0,R,91,0.989010989010989,0.95118014,35.72888837
0,house,C001097,Cárdenas,CA,29,Democrat,155,0.116129032258065,0.11016368,-60.9
115,house,C001097,Cárdenas,CA,29,D,92,0.184782608695652,0.16555638,-60.9
116,house,C001097,Cárdenas,CA,29,D,63,0.0158730158730159,0.02927276,-60.9
0,house,C001101,Clark,MA,5,Democrat,154,0.11038961038961,0.13397357,-43.6
115,house,C001101,Clark,MA,5,D,90,0.166666666666667,0.20482679,-43.6
116,house,C001101,Clark,MA,5,D,64,0.03125,0.03433624,-43.6
0,house,C001103,Carter,GA,1,Republican,155,0.961290322580645,0.86147812,15.5
115,house,C001103,Carter,GA,1,R,90,0.966666666666667,0.89975815,15.5
116,house,C001103,Carter,GA,1,R,65,0.953846153846154,0.80847501,15.5
0,house,C001105,Comstock,VA,10,Republican,93,0.978494623655914,0.47725594,-10
115,house,C001105,Comstock,VA,10,R,93,0.978494623655914,0.47725594,-10
0,house,C001106,Costello,PA,6,Republican,92,0.956521739130435,0.69185928,-0.6
115,house,C001106,Costello,PA,6,R,92,0.956521739130435,0.69185928,-0.6
0,house,C001107,Curbelo,FL,26,Republican,91,0.824175824175824,0.37158865,-16.3
115,house,C001107,Curbelo,FL,26,R,91,0.824175824175824,0.37158865,-16.3
0,house,C001108,Comer,KY,1,Republican,161,0.950310559006211,0.95910087,48.5
115,house,C001108,Comer,KY,1,R,96,0.927083333333333,0.95021452,48.5
116,house,C001108,Comer,KY,1,R,65,0.984615384615385,0.97222531,48.5
0,house,C001109,Cheney,WY,0,Republican,158,0.962025316455696,0.95793883,46.29527573
115,house,C001109,Cheney,WY,0,R,96,0.958333333333333,0.9505216,46.29527573
116,house,C001109,Cheney,WY,0,R,62,0.967741935483871,0.96942357,46.29527573
0,house,C001110,Correa,CA,46,Democrat,161,0.242236024844721,0.13866534,-38.4
115,house,C001110,Correa,CA,46,D,96,0.375,0.2081919,-38.4
116,house,C001110,Correa,CA,46,D,65,0.0461538461538462,0.03597995,-38.4
0,house,C001111,Crist,FL,13,Democrat,158,0.265822784810127,0.43465617,-3.2
115,house,C001111,Crist,FL,13,D,93,0.419354838709677,0.62652837,-3.2
116,house,C001111,Crist,FL,13,D,65,0.0461538461538462,0.16013133,-3.2
0,house,C001112,Carbajal,CA,24,Democrat,157,0.235668789808917,0.20922377,-20.2
115,house,C001112,Carbajal,CA,24,D,92,0.369565217391304,0.32095168,-20.2
116,house,C001112,Carbajal,CA,24,D,65,0.0461538461538462,0.05108579,-20.2
0,house,C001114,Curtis,UT,3,Republican,109,0.954128440366973,0.92465216,23.9
115,house,C001114,Curtis,UT,3,R,45,0.955555555555556,0.92881366,23.9
116,house,C001114,Curtis,UT,3,R,64,0.953125,0.92172611,23.9
0,house,C001115,Cloud,TX,27,Republican,76,0.921052631578947,0.92593867,23.6
115,house,C001115,Cloud,TX,27,R,11,0.909090909090909,0.96460073,23.6
116,house,C001115,Cloud,TX,27,R,65,0.923076923076923,0.91939586,23.6
0,house,C001117,Casten,IL,6,Democrat,65,0.0461538461538462,0.10750146,-7
116,house,C001117,Casten,IL,6,D,65,0.0461538461538462,0.10750146,-7
0,house,C001118,Cline,VA,6,Republican,65,0.953846153846154,0.92695534,24.8
116,house,C001118,Cline,VA,6,R,65,0.953846153846154,0.92695534,24.8
0,house,C001119,Craig,MN,2,Democrat,65,0.0461538461538462,0.27159514,1.2
116,house,C001119,Craig,MN,2,D,65,0.0461538461538462,0.27159514,1.2
0,house,C001120,Crenshaw,TX,2,Republican,64,0.9375,0.60608611,9.3
116,house,C001120,Crenshaw,TX,2,R,64,0.9375,0.60608611,9.3
0,house,C001121,Crow,CO,6,Democrat,65,0.0461538461538462,0.09123321,-8.9
116,house,C001121,Crow,CO,6,D,65,0.0461538461538462,0.09123321,-8.9
0,house,C001122,Cunningham,SC,1,Democrat,64,0.0625,0.74220543,13.1
116,house,C001122,Cunningham,SC,1,D,64,0.0625,0.74220543,13.1
0,house,C001123,Cisneros,CA,39,Democrat,65,0.0461538461538462,0.093475,-8.6
116,house,C001123,Cisneros,CA,39,D,65,0.0461538461538462,0.093475,-8.6
0,house,C001124,Cox,CA,21,Democrat,65,0.0461538461538462,0.06102916,-15.5
116,house,C001124,Cox,CA,21,D,65,0.0461538461538462,0.06102916,-15.5
0,house,D000096,Davis,IL,7,Democrat,148,0.0878378378378378,0.07657602,-78.2
115,house,D000096,Davis,IL,7,D,84,0.130952380952381,0.11584681,-78.2
116,house,D000096,Davis,IL,7,D,64,0.03125,0.02503312,-78.2
0,house,D000191,DeFazio,OR,4,Democrat,154,0.149350649350649,0.49605089,-0.1
115,house,D000191,DeFazio,OR,4,D,91,0.241758241758242,0.68581069,-0.1
116,house,D000191,DeFazio,OR,4,D,63,0.0158730158730159,0.2219534,-0.1
0,house,D000197,DeGette,CO,1,Democrat,155,0.0903225806451613,0.10758812,-45.8
115,house,D000197,DeGette,CO,1,D,90,0.133333333333333,0.16146126,-45.8
116,house,D000197,DeGette,CO,1,D,65,0.0307692307692308,0.03299454,-45.8
0,house,D000216,DeLauro,CT,3,Democrat,154,0.142857142857143,0.25290181,-15.5
115,house,D000216,DeLauro,CT,3,D,92,0.206521739130435,0.38094163,-15.5
116,house,D000216,DeLauro,CT,3,D,62,0.0483870967741935,0.06290724,-15.5
0,house,D000399,Doggett,TX,35,Democrat,160,0.1125,0.15161875,-33.6
115,house,D000399,Doggett,TX,35,D,96,0.15625,0.22669184,-33.6
116,house,D000399,Doggett,TX,35,D,64,0.046875,0.03900911,-33.6
0,house,D000482,Doyle,PA,18,Democrat,158,0.151898734177215,0.1478555,-27.5
115,house,D000482,Doyle,PA,14,D,94,0.234042553191489,0.2190927,-35.5
116,house,D000482,Doyle,PA,18,D,64,0.03125,0.04322586,-27.5
0,house,D000533,Duncan,TN,2,Republican,95,0.8,0.94941568,35.4
115,house,D000533,Duncan,TN,2,R,95,0.8,0.94941568,35.4
0,house,D000598,Davis,CA,53,Democrat,159,0.144654088050314,0.14753466,-34.9
115,house,D000598,Davis,CA,53,D,95,0.210526315789474,0.22113211,-34.9
116,house,D000598,Davis,CA,53,D,64,0.046875,0.03828846,-34.9
0,house,D000600,Diaz-Balart,FL,25,Republican,157,0.917197452229299,0.55155707,1.8
115,house,D000600,Diaz-Balart,FL,25,R,93,0.946236559139785,0.72943294,1.8
116,house,D000600,Diaz-Balart,FL,25,R,64,0.875,0.29308118,1.8
0,house,D000604,Dent,PA,15,Republican,71,0.929577464788732,0.81930283,7.6
115,house,D000604,Dent,PA,15,R,71,0.929577464788732,0.81930283,7.6
0,house,D000610,Deutch,FL,22,Democrat,157,0.140127388535032,0.240492,-15.8
115,house,D000610,Deutch,FL,22,D,92,0.206521739130435,0.36786158,-15.8
116,house,D000610,Deutch,FL,22,D,65,0.0461538461538462,0.06021506,-15.8
0,house,D000612,Denham,CA,10,Republican,95,0.978947368421053,0.62855983,-3
115,house,D000612,Denham,CA,10,R,95,0.978947368421053,0.62855983,-3
0,house,D000614,Duffy,WI,7,Republican,136,0.933823529411765,0.91724978,20.5
115,house,D000614,Duffy,WI,7,R,93,0.935483870967742,0.92736971,20.5
116,house,D000614,Duffy,WI,7,R,43,0.930232558139535,0.89536251,20.5
0,house,D000615,Duncan,SC,3,Republican,158,0.930379746835443,0.95641436,38
115,house,D000615,Duncan,SC,3,R,93,0.89247311827957,0.95159438,38
116,house,D000615,Duncan,SC,3,R,65,0.984615384615385,0.96331064,38
0,house,D000616,DesJarlais,TN,4,Republican,158,0.943037974683544,0.95642832,41.2
